t,success,mid,pmt,pg,sub_type,hr,bank,time
1,1,drivezy,NB,GOCASHFREE,,2020-02-13 21,NB_SBI,2020021321
2,2,countrydelight,NB,PAYU,,2020-02-12 00,NB_SBI,2020021200
1,1,zivame,NB,RAZORPAY,,2020-02-12 19,NB_SBI,2020021219
1,0,zivame,NB,PAYU,,2020-02-14 00,NB_SBI,2020021400
1,0,zivame,NB,RAZORPAY,,2020-02-12 20,NB_SBI,2020021220
1,1,pharmeasytech,NB,PAYU,,2020-02-14 23,NB_UBI,2020021423
1,0,countrydelight,NB,PAYU,,2020-02-14 06,NB_UBI,2020021406
2,0,fanfight,NB,RAZORPAY,,2020-02-14 06,NB_UBI,2020021406
1,1,pharmeasytech,NB,PAYU,,2020-02-12 04,NB_UBI,2020021204
1,0,purplle.com,NB,PAYTM,,2020-02-12 06,NB_UBI,2020021206
2,2,countrydelight,NB,PAYU,,2020-02-12 05,NB_UBI,2020021205
1,1,countrydelight,NB,PAYU,,2020-02-14 12,NB_UBI,2020021412
1,0,zivame,NB,PAYU,,2020-02-14 09,NB_UBI,2020021409
2,0,fanfight,NB,RAZORPAY,,2020-02-14 10,NB_UBI,2020021410
2,0,fanfight,NB,RAZORPAY,,2020-02-14 14,NB_UBI,2020021414
1,1,pharmeasytech,NB,PAYU,,2020-02-14 12,NB_UBI,2020021412
1,0,zivame,NB,PAYU,,2020-02-14 13,NB_UBI,2020021413
1,1,urbanclap,NB,PAYTM,,2020-02-13 02,NB_UBI,2020021302
2,0,countrydelight,NB,PAYU,,2020-02-13 16,NB_UBI,2020021316
1,0,urbanclap,NB,PAYTM,,2020-02-12 09,NB_UBI,2020021209
2,0,purplle.com,NB,PAYU,,2020-02-12 07,NB_UBI,2020021207
3,0,fanfight,NB,RAZORPAY,,2020-02-12 10,NB_UBI,2020021210
4,0,fanfight,NB,RAZORPAY,,2020-02-12 06,NB_UBI,2020021206
1,1,medlife_prod,NB,RAZORPAY,,2020-02-12 06,NB_UBI,2020021206
2,0,fanfight,NB,RAZORPAY,,2020-02-12 13,NB_UBI,2020021213
1,0,zivame,NB,PAYU,,2020-02-13 08,NB_UBI,2020021308
2,1,urbanclap,NB,PAYTM,,2020-02-13 10,NB_UBI,2020021310
1,1,urbanclap,NB,PAYTM,,2020-02-12 02,NB_UBI,2020021202
2,1,medlife_prod,NB,RAZORPAY,,2020-02-12 09,NB_UBI,2020021209
1,1,urbanclap,NB,PAYTM,,2020-02-12 13,NB_UBI,2020021213
1,0,zivame,NB,PAYU,,2020-02-12 18,NB_UBI,2020021218
1,0,purplle.com,NB,PAYU,,2020-02-13 05,NB_UBI,2020021305
1,0,fanfight,NB,RAZORPAY,,2020-02-14 20,NB_UBI,2020021420
1,0,purplle.com,NB,PAYU,,2020-02-12 04,NB_UBI,2020021204
1,1,medlife_prod,NB,RAZORPAY,,2020-02-12 04,NB_UBI,2020021204
1,1,pharmeasytech,NB,PAYU,,2020-02-13 01,NB_UBI,2020021301
2,0,countrydelight,NB,PAYU,,2020-02-13 05,NB_UBI,2020021305
1,0,zivame,NB,PAYU,,2020-02-13 14,NB_UBI,2020021314
1,0,fanfight,NB,RAZORPAY,,2020-02-14 08,NB_UBI,2020021408
1,0,fanfight,NB,RAZORPAY,,2020-02-13 19,NB_UBI,2020021319
1,1,urbanclap,NB,PAYTM,,2020-02-13 09,NB_UBI,2020021309
1,0,purplle.com,NB,PAYU,,2020-02-13 02,NB_UBI,2020021302
1,1,countrydelight,NB,PAYU,,2020-02-13 04,NB_UBI,2020021304
1,0,purplle.com,NB,PAYTM,,2020-02-12 01,NB_UBI,2020021201
2,0,purplle.com,NB,PAYU,,2020-02-14 03,NB_UBI,2020021403
7,0,fanfight,NB,RAZORPAY,,2020-02-14 15,NB_UBI,2020021415
3,1,medlife_prod,NB,RAZORPAY,,2020-02-12 13,NB_UBI,2020021213
2,0,fanfight,NB,RAZORPAY,,2020-02-12 12,NB_UBI,2020021212
1,1,purplle.com,NB,PAYTM,,2020-02-14 00,NB_UBI,2020021400
1,1,pharmeasytech,NB,PAYU,,2020-02-14 09,NB_UBI,2020021409
1,0,urbanclap,NB,PAYTM,,2020-02-14 12,NB_UBI,2020021412
1,0,pharmeasytech,NB,PAYU,,2020-02-14 13,NB_UBI,2020021413
2,0,fanfight,NB,RAZORPAY,,2020-02-14 11,NB_UBI,2020021411
1,0,fanfight,NB,RAZORPAY,,2020-02-14 13,NB_UBI,2020021413
1,1,countrydelight,NB,PAYU,,2020-02-13 13,NB_UBI,2020021313
2,0,fanfight,NB,RAZORPAY,,2020-02-13 12,NB_UBI,2020021312
8,1,fanfight,NB,RAZORPAY,,2020-02-13 15,NB_UBI,2020021315
7,0,fanfight,NB,RAZORPAY,,2020-02-12 01,NB_UBI,2020021201
1,0,purplle.com,NB,PAYU,,2020-02-12 19,NB_UBI,2020021219
2,0,countrydelight,NB,PAYU,,2020-02-12 06,NB_UBI,2020021206
1,0,zivame,NB,PAYU,,2020-02-12 08,NB_UBI,2020021208
1,0,countrydelight,NB,PAYU,,2020-02-12 08,NB_UBI,2020021208
1,1,zivame,NB,RAZORPAY,,2020-02-12 13,NB_UBI,2020021213
1,1,urbanclap,NB,PAYTM,,2020-02-13 08,NB_UBI,2020021308
2,1,pharmeasytech,NB,PAYU,,2020-02-13 07,NB_UBI,2020021307
3,0,fanfight,NB,RAZORPAY,,2020-02-13 03,NB_UBI,2020021303
2,0,fanfight,NB,RAZORPAY,,2020-02-13 13,NB_UBI,2020021313
1,0,fanfight,NB,RAZORPAY,,2020-02-12 17,NB_UBI,2020021217
1,0,fanfight,NB,RAZORPAY,,2020-02-14 16,NB_UBI,2020021416
1,0,urbanclap,NB,PAYTM,,2020-02-12 05,NB_UBI,2020021205
1,0,purplle.com,NB,PAYU,,2020-02-13 04,NB_UBI,2020021304
1,0,fanfight,NB,RAZORPAY,,2020-02-13 22,NB_UBI,2020021322
5,0,fanfight,NB,RAZORPAY,,2020-02-13 14,NB_UBI,2020021314
1,0,purplle.com,NB,PAYU,,2020-02-14 11,NB_UBI,2020021411
1,0,urbanclap,NB,PAYTM,,2020-02-13 20,NB_UBI,2020021320
1,1,medlife_prod,NB,RAZORPAY,,2020-02-12 05,NB_UBI,2020021205
1,1,urbanclap,NB,PAYTM,,2020-02-12 06,NB_UBI,2020021206
1,0,purplle.com,NB,PAYU,,2020-02-12 01,NB_UBI,2020021201
1,0,fanfight,NB,RAZORPAY,,2020-02-12 03,NB_UBI,2020021203
1,0,drivezy,NB,GOCASHFREE,,2020-02-13 03,NB_UBI,2020021303
1,1,medlife_prod,NB,RAZORPAY,,2020-02-12 10,NB_UBI,2020021210
1,0,fanfight,NB,RAZORPAY,,2020-02-14 07,NB_UBI,2020021407
1,0,drivezy,NB,GOCASHFREE,,2020-02-14 10,NB_UBI,2020021410
1,1,countrydelight,NB,PAYU,,2020-02-14 17,NB_UBI,2020021417
1,0,fanfight,NB,RAZORPAY,,2020-02-12 08,NB_UBI,2020021208
2,0,fanfight,NB,RAZORPAY,,2020-02-14 21,NB_UBI,2020021421
2,0,fanfight,NB,RAZORPAY,,2020-02-12 14,NB_UBI,2020021214
1,1,urbanclap,NB,PAYTM,,2020-02-14 07,NB_UBI,2020021407
2,0,fanfight,NB,RAZORPAY,,2020-02-14 05,NB_UBI,2020021405
1,0,zivame,NB,RAZORPAY,,2020-02-14 09,NB_UBI,2020021409
1,0,drivezy,NB,GOCASHFREE,,2020-02-14 09,NB_UBI,2020021409
1,1,pharmeasytech,NB,PAYU,,2020-02-14 16,NB_UBI,2020021416
1,0,urbanclap,NB,PAYTM,,2020-02-12 08,NB_UBI,2020021208
1,0,fanfight,NB,RAZORPAY,,2020-02-14 09,NB_UBI,2020021409
1,0,medlife_prod,NB,RAZORPAY,,2020-02-14 05,NB_UBI,2020021405
2,0,fanfight,NB,RAZORPAY,,2020-02-12 15,NB_UBI,2020021215
1,0,fanfight,NB,RAZORPAY,,2020-02-13 08,NB_UBI,2020021308
1,0,purplle.com,NB,PAYTM,,2020-02-13 05,NB_UBI,2020021305
1,0,purplle.com,NB,PAYU,,2020-02-13 15,NB_UBI,2020021315
1,0,purplle.com,NB,PAYU,,2020-02-12 03,NB_UBI,2020021203
1,0,zivame,NB,PAYU,,2020-02-12 13,NB_UBI,2020021213
1,0,drivezy,NB,GOCASHFREE,,2020-02-12 17,NB_UBI,2020021217
1,0,medlife_prod,NB,RAZORPAY,,2020-02-13 12,NB_UBI,2020021312
1,0,fanfight,NB,RAZORPAY,,2020-02-13 18,NB_UBI,2020021318
1,1,zivame,NB,PAYU,,2020-02-14 14,NB_UBI,2020021414
1,0,purplle.com,NB,PAYTM,,2020-02-14 11,NB_UBI,2020021411
1,1,countrydelight,NB,PAYU,,2020-02-13 14,NB_UBI,2020021314
1,0,purplle.com,NB,PAYU,,2020-02-14 09,NB_UBI,2020021409
1,1,pharmeasytech,NB,PAYU,,2020-02-13 11,NB_UBI,2020021311
1,0,purplle.com,NB,PAYU,,2020-02-13 07,NB_UBI,2020021307
1,0,drivezy,NB,GOCASHFREE,,2020-02-13 05,NB_UBI,2020021305
1,0,medlife_prod,NB,RAZORPAY,,2020-02-12 07,NB_UBI,2020021207
1,1,urbanclap,NB,PAYTM,,2020-02-12 07,NB_UBI,2020021207
1,0,fanfight,NB,RAZORPAY,,2020-02-12 07,NB_UBI,2020021207
1,0,purplle.com,NB,PAYU,,2020-02-12 14,NB_UBI,2020021214
1,0,urbanclap,NB,PAYTM,,2020-02-12 03,NB_UBI,2020021203
64,28,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 03,PAYPAL,2020021403
85,35,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 12,PAYPAL,2020021412
57,27,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 02,PAYPAL,2020021402
67,35,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 04,PAYPAL,2020021404
52,27,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 02,PAYPAL,2020021402
60,34,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 10,PAYPAL,2020021410
43,20,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 10,PAYPAL,2020021410
127,66,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 05,PAYPAL,2020021405
60,26,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 09,PAYPAL,2020021409
17,9,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 04,PAYPAL,2020021404
126,59,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 05,PAYPAL,2020021405
70,33,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 09,PAYPAL,2020021409
91,46,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 11,PAYPAL,2020021411
101,62,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 08,PAYPAL,2020021408
20,11,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 01,PAYPAL,2020021401
22,15,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 01,PAYPAL,2020021401
3,0,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 08,PAYPAL,2020021408
29,15,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 12,PAYPAL,2020021412
6,4,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 09,PAYPAL,2020021409
15,6,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 00,PAYPAL,2020021400
105,55,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 14,PAYPAL,2020021414
80,46,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 18,PAYPAL,2020021418
102,53,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 16,PAYPAL,2020021416
76,41,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 19,PAYPAL,2020021419
75,32,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 15,PAYPAL,2020021415
69,38,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 14,PAYPAL,2020021414
11,7,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 20,PAYPAL,2020021420
6,4,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 23,PAYPAL,2020021423
24,13,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 19,PAYPAL,2020021419
14,10,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 17,PAYPAL,2020021417
4,0,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 22,PAYPAL,2020021422
12,7,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 19,PAYPAL,2020021419
7,5,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 00,PAYPAL,2020021400
41,16,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 12,PAYPAL,2020021412
13,6,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 07,PAYPAL,2020021407
9,3,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 21,PAYPAL,2020021421
74,36,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 07,PAYPAL,2020021207
84,43,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 09,PAYPAL,2020021209
72,33,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 11,PAYPAL,2020021211
95,50,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 11,PAYPAL,2020021211
17,8,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 00,PAYPAL,2020021200
5,2,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 12,PAYPAL,2020021212
103,46,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 10,PAYPAL,2020021210
103,49,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 07,PAYPAL,2020021207
74,33,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 08,PAYPAL,2020021208
63,38,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 03,PAYPAL,2020021203
35,10,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 13,PAYPAL,2020021213
73,34,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 12,PAYPAL,2020021212
57,25,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 09,PAYPAL,2020021209
4,3,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 01,PAYPAL,2020021201
6,5,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 05,PAYPAL,2020021205
30,10,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 07,PAYPAL,2020021207
75,43,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 05,PAYPAL,2020021205
7,2,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 00,PAYPAL,2020021200
38,11,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 19,PAYPAL,2020021219
9,5,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 17,PAYPAL,2020021217
57,29,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 16,PAYPAL,2020021216
58,25,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 15,PAYPAL,2020021215
28,10,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 18,PAYPAL,2020021218
40,22,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 14,PAYPAL,2020021214
61,31,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 14,PAYPAL,2020021214
3,0,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 21,PAYPAL,2020021421
1,1,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 22,PAYPAL,2020021422
7,1,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 22,PAYPAL,2020021422
84,46,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 12,PAYPAL,2020021312
109,43,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 10,PAYPAL,2020021310
45,25,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 11,PAYPAL,2020021311
70,39,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 13,PAYPAL,2020021313
25,9,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 04,PAYPAL,2020021304
34,16,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 02,PAYPAL,2020021302
23,10,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 09,PAYPAL,2020021309
11,5,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 03,PAYPAL,2020021303
116,60,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 11,PAYPAL,2020021311
81,41,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 11,PAYPAL,2020021311
42,21,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 02,PAYPAL,2020021302
45,24,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 03,PAYPAL,2020021303
128,66,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 05,PAYPAL,2020021305
5,2,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 00,PAYPAL,2020021300
72,33,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 09,PAYPAL,2020021309
12,8,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 01,PAYPAL,2020021301
5,1,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 09,PAYPAL,2020021309
75,36,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 16,PAYPAL,2020021316
42,23,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 11,PAYPAL,2020021311
52,32,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 02,PAYPAL,2020021302
66,28,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 14,PAYPAL,2020021314
14,4,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 21,PAYPAL,2020021321
33,16,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 19,PAYPAL,2020021319
27,13,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 19,PAYPAL,2020021319
54,22,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 14,PAYPAL,2020021314
75,29,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 18,PAYPAL,2020021318
77,34,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 15,PAYPAL,2020021315
10,3,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 15,PAYPAL,2020021315
5,1,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 21,PAYPAL,2020021321
57,35,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 17,PAYPAL,2020021317
75,35,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 14,PAYPAL,2020021314
88,49,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 14,PAYPAL,2020021314
58,31,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 15,PAYPAL,2020021315
29,14,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 18,PAYPAL,2020021318
9,1,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 18,PAYPAL,2020021318
21,5,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 10,PAYPAL,2020021210
13,5,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 08,PAYPAL,2020021208
8,2,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 15,PAYPAL,2020021215
16,6,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 16,PAYPAL,2020021216
7,3,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 20,PAYPAL,2020021220
9,5,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 06,PAYPAL,2020021206
3,3,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 22,PAYPAL,2020021222
1,1,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 21,PAYPAL,2020021221
11,6,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 20,PAYPAL,2020021220
4,2,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 11,PAYPAL,2020021411
8,4,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 06,PAYPAL,2020021306
31,11,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 07,PAYPAL,2020021307
1,1,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 16,PAYPAL,2020021316
7,5,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-13 20,PAYPAL,2020021320
5,1,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 00,PAYPAL,2020021400
1,0,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-12 00,PAYPAL,2020021200
113,47,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 04,PAYPAL,2020021404
99,57,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 03,PAYPAL,2020021403
4,3,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 05,PAYPAL,2020021405
72,40,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 05,PAYPAL,2020021405
73,42,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 07,PAYPAL,2020021407
99,52,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 11,PAYPAL,2020021411
79,28,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 06,PAYPAL,2020021406
16,7,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 01,PAYPAL,2020021401
10,8,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 02,PAYPAL,2020021402
44,18,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 11,PAYPAL,2020021411
151,94,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 06,PAYPAL,2020021406
84,39,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 12,PAYPAL,2020021412
113,57,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 06,PAYPAL,2020021406
25,11,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 10,PAYPAL,2020021410
74,36,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 13,PAYPAL,2020021413
2,0,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 04,PAYPAL,2020021404
46,16,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 16,PAYPAL,2020021416
86,46,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 15,PAYPAL,2020021415
82,41,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 13,PAYPAL,2020021413
11,4,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 18,PAYPAL,2020021418
46,16,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 17,PAYPAL,2020021417
50,23,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 17,PAYPAL,2020021417
26,14,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 18,PAYPAL,2020021418
58,24,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 16,PAYPAL,2020021416
27,12,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 15,PAYPAL,2020021415
3,1,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 23,PAYPAL,2020021423
19,9,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 13,PAYPAL,2020021413
12,3,pharmeasytech,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 20,PAYPAL,2020021420
1,1,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 23,PAYPAL,2020021423
4,0,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 02,PAYPAL,2020021402
11,6,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 03,PAYPAL,2020021403
5,1,zivame,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 01,PAYPAL,2020021401
58,26,medlife_prod,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 14,PAYPAL,2020021414
4,1,drivezy,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 19,PAYPAL,2020021419
12,7,urbanclap,WALLET,PAYPAL,REDIRECT_WALLET_DEBIT,2020-02-14 22,PAYPAL,2020021422
